,Démarche,Date,Identifiant,Satisfaction,Verbatim,Facilité,Simplicité,Difficulté,Autre difficulté,Aide,Autre aide,Source
2204,Simuler mes droits sociaux,2020/09/10 18:31:33,1725363,Très bien,Il n'y aucun lien pour s'inscrire et recevoir le service sur https://chequeenergie.gouv.fr/ cela dit une fois le test passer vous devriez ajouter les liens pour accéder au prestations.,Moyen,Bon,"Manque d'informations avant de commencer la démarche ; Manque d'informations sur la suite, le délai...",-,-,-,button
2205,Simuler mes droits sociaux,2020/09/10 15:57:51,1724434,Très bien,j'aurais voulu un prét de 1000 euros 24 mois j'ai de grave probléme de réparation de ma voiture en plus le controle a faire .je suis un peut a cours d'argent pour tout ça si vous pouvez faire quel que chose pour sa m'arrangerais bien .je vous remerci d'avence..trés cordialement.,Bon,Bon,Manque d'informations avant de commencer la démarche,-,Autre,-,button
2206,Simuler mes droits sociaux,2020/09/10 12:11:08,1723030,Pas bien,droit à rien a part crever de faim...,Moyen,Moyen,Difficulté à joindre les pièces justificatives,-,-,-,button
2207,Simuler mes droits sociaux,2020/09/10 08:57:11,1721819,Moyen,La simulation est complètement exagérée comparé à la réalité ,Bon,Bon,-,-,-,-,button
2208,Simuler mes droits sociaux,2020/09/09 18:55:05,1720276,Pas bien,Propose une prestation sous condition de ressource alors que mes ressources sont largement au dessus des plafonds Ne propose pas l'indemnité pour congé parental !,Bon,Bon,La démarche n'a pas fonctionné,-,"Internet (site, forum…)",-,button
2209,Simuler mes droits sociaux,2020/09/09 16:37:17,1719400,Pas bien,"Une simulation qui ne dit pratiquement que du grand n'importe quoi,  autant dire une simulation qui ne sert à rien.",Moyen,Moyen,-,-,-,-,button
2210,Simuler mes droits sociaux,2020/09/09 14:04:55,1718374,Très bien,"Dans la composition du foyer et dans les précisions liées, il n'est pas vraiment prie en compte la garde autre qu'alterné (Exemple, j'ai mes deux filles tous les week-end). Toujours dans les précisions du foyer je ne peux pas simplement coché que je suis salarié mais seulement en reprise d'activité et il n'y a pas l'option pour ma conjointe. Tous le reste est clair. Merci",Bon,Bon,Autre,"garde partiel pas prévue, notion d'emploi peu clair ",-,-,button
2211,Simuler mes droits sociaux,2020/09/09 13:15:20,1718139,Très bien,"Que tout puisse se faire en ligne, notamment l'ASS en cas d'indisponibilité des agents pôle emploi.",Bon,Bon,-,-,"Internet (site, forum…)",-,button
2212,Simuler mes droits sociaux,2020/09/09 13:13:15,1718134,Très bien,Que tout puisse se faire en ligne notamment le CSS en cas d'indisponibilité des agents pôle emploi,Bon,Bon,-,-,"Un agent administratif ; Internet (site, forum…)",-,button
2213,Simuler mes droits sociaux,2020/09/09 12:55:27,1718046,Moyen,Stimulation trop sophistiqué. Difficile à comprendre,Moyen,Moyen,"Manque d'informations avant de commencer la démarche ; Difficulté à joindre les pièces justificatives ; Manque d'informations sur la suite, le délai...",-,-,-,button
2214,Simuler mes droits sociaux,2020/09/09 11:08:35,1717359,Moyen,Aucun des résultats étaient similaires sur les sites concernés. Je n'avais aucun droit,Bon,Bon,-,-,-,-,button
2215,Simuler mes droits sociaux,2020/09/09 09:59:06,1716843,Moyen,Il est dommage que l'on ne soit pas informé à l'avance des documents dont il faut se munir pour être précis dans le calcul. Je travaille dans une MSAP en milieu rural. Cela génère des allers-retours.,Bon,Bon,Manque d'informations avant de commencer la démarche,-,-,-,button
2216,Simuler mes droits sociaux,2020/09/09 08:53:18,1716457,Moyen,Ça ne dit que du faux car je n est pas les aides qu ils disent surtout les montants,Bon,Bon,-,-,-,-,button
2217,Simuler mes droits sociaux,2020/09/08 23:50:35,1716016,Pas bien,"Je gagnerai plus en me fumant des pilons à rien foutre avec le RSA...et en plus j'aurai la SMU. J'ai l'impression de vivre dans un monde inversé, ou ceux qui se donnent du mal, qui tentent de produire par eux même sont des esclaves. Pas de crèche ( pas de taf pour ma femme), pas de mutuelles, des responsabilités professionnelles trentenaires pour que dalle. Elle est ou la solidarité? 1 ans que l'administration ne me répond pas pour le prolongement du permis de séjour de ma femme, aucun recourt possible ! aucune aide pour l'entrepreneur que j'essaie d'être en dehors de l'entresois...Notre pays va plonger, j'en suis le premier sacrifié.",Bon,Bon,Autre,Ne corespond pas ...j'ai deja entrepris les demarches conseillées mais je n'ai pas de réponse de l'administration depuis DES LUSTRES ( et ce dans tous les domaines privé comme pro ),Autre,"Une vraie aide et non pas une absence de réposne comme ""mais falait prévoir mon pauvre monsieur"" ou "" désolé, un chef d'entreprise n'a pas besoin d'aide"" sauf que chaque mois mon salaire sont des dettes !!!!!",button
2218,Simuler mes droits sociaux,2020/09/08 20:53:12,1715471,Très bien,dommage que ce site est méconnu !!,Bon,Moyen,Autre,"à part RFR dont l'année est précisée, en-dessous, période des ressources demandées ambigüe : 2018 ou 12 derniers mois, pas clair et s'agit-il du net fiscal ou du net à payer ??? pas clair ",-,-,button
2219,Simuler mes droits sociaux,2020/09/08 13:25:41,1712841,Moyen,"POURQUOI revenez vous deux ans avant pour votre calcul social , de plus nous sommes pas encore propriétaire, loin de là , car le montant du crédit avait été calculer sur nos salaires  en étant en activités.sauf alors actuel ce n'est plus le cas.  ",Bon,Bon,"Manque d'informations sur la suite, le délai...",-,-,-,button
2220,Simuler mes droits sociaux,2020/09/08 11:00:10,1712022,Moyen,le site semble proposé des aides pas du tout réelle pour un revenu fiscal 58300€ 3 enfants=> RSA 770€?? complement familiale 260€??,Bon,Bon,-,-,-,-,button
2221,Simuler mes droits sociaux,2020/09/08 09:44:08,1711542,Très bien,Merci pour ce logiciel à disposition très intéressants,Bon,Bon,-,-,-,-,button
2222,Simuler mes droits sociaux,2020/09/07 22:55:12,1710824,Pas bien,"je pense que le résultat est juste totalement erroné :) Avec un revenu fiscal de 33572 pour 1 personne célibataire, le simulateur me propose de faire la demande pour toucher le RSA...",Bon,Bon,-,-,-,-,button
2223,Simuler mes droits sociaux,2020/09/07 22:22:26,1710744,Moyen,"revenu fiscal 2018 à 32000 euros pour deux adultes et un enfant...les droits: aide au logement de 230€ (alors que tjs refusés par la CAF), RSA de 850€, complémentaire santé...je doute fortement des résultats. A creuser.",Bon,Moyen,Manque d'informations avant de commencer la démarche,-,-,-,button
2224,Simuler mes droits sociaux,2020/09/07 15:01:23,1708203,Très bien,"nous nous sommes expatries en Afrique du sud ,mon épouse a ete reconnue comme souffrant d alzheimer, le suivi de sa maladie, nous devons rentrer en France ,je n'ai pas d autre revenu que ce que j ai déclaré et besoin d assistance pour permettre la prise en charge de mon épouse ,pouvez vous m aider ??? ",Bon,Bon,-,-,-,-,button
2225,Simuler mes droits sociaux,2020/09/07 13:25:18,1707636,Moyen,"La simulation indique que j'ai peut-être le droit à 200€ d'APL, mais je n'ai pas trouvé comment, le site de la CAF dit que non mais du coup j'ai peur d'avoir fait une mauvaise manipulation. Serait-il possible d'avoir le détail de quelle information permet d'avoir cette APL",Bon,Bon,-,-,-,-,button
2226,Simuler mes droits sociaux,2020/09/07 12:59:58,1707497,Très bien,C'est très clair et très bien. Félicitations!,Bon,Bon,-,-,-,-,button
2227,Simuler mes droits sociaux,2020/09/06 23:34:48,1705618,Moyen,"Peut être serait t il pas mal à chaque demarche qu'il soit présent "" un assistant ou assistante d'aide par messagerie "" il est vrai qu'on peut éventuellement rencontrer des difficultés "" soit pour remplir un formulaire ou autre... Je vous remercie",Bon,Bon,Autre,"Bonjour, J ai eu du mal à me connecter. On ma demandé mon numéro de secu pas de soucis ( mais il était noté que mon numéro était pas correcte alors qu'il était bien correcte ",-,-,button
2228,Simuler mes droits sociaux,2020/09/06 17:29:25,1704379,Pas bien,pas assez d'aides,Bon,Moyen,"Manque d'informations avant de commencer la démarche ; La démarche n'a pas fonctionné ; Manque d'informations sur la suite, le délai...",-,Une association ; Un agent administratif,-,button
2229,Simuler mes droits sociaux,2020/09/06 11:31:34,1703150,Moyen,Le calcul de la simulation du RSA est totalement faux. La simulation m'indique que j'ai droit à 500€ de RSA alors que je n'y ai pas droit du tout.,Bon,Bon,-,-,"Internet (site, forum…)",-,button
2230,Simuler mes droits sociaux,2020/09/06 09:12:57,1702710,Très bien,Je trouve cela très bien,Bon,Bon,-,-,-,-,button
2231,Simuler mes droits sociaux,2020/09/05 08:58:08,1699673,Très bien,j'ai effectué cette simulation mais je me doutais que je n'avais accès à aucun droit sauf le LEP merci,Bon,Bon,-,-,-,-,button
2232,Simuler mes droits sociaux,2020/09/05 07:32:22,1699515,Très bien,il manque la précision sur le montant des revenus à soumettre : s'agit-il de montants bruts ou nets ?,Bon,Moyen,Autre,pas de précision sur les revenus ? net ou brut ?,-,-,button
2233,Simuler mes droits sociaux,2020/09/04 23:54:59,1699336,Moyen,Merci de mettre à jour votre base en indiquant des éléments relatifs aux conjoints étrangers. ,Bon,Bon,Manque d'informations avant de commencer la démarche,-,Autre,-,button
2234,Simuler mes droits sociaux,2020/09/04 17:27:39,1697935,Très bien,LE QUESTIONNAIRE EST TRES BIEN DéTAILLé  BIEN COMPRIS MERCI,Bon,Bon,-,-,-,-,button
2235,Simuler mes droits sociaux,2020/09/04 16:26:27,1697542,Très bien,"Pour que le questionnaire soit plus facile à utiliser il y aurait peut être lieu de prendre en compte si cela est techniquement réalisable les points suivants: 1er point :Le questionnaire nous demande des ressources mensuelles et là tout est correct, puis de septembre 2019 à août 2020 alors que le bandeau affiche total année 2018. 2ème point: les rentes AT sont  dans certaines circonstances à savoir jusqu'à 10% d'invalidité, sous toutes réserves,  payées trimestriellement et non mensuellement. Sinon l'ensemble est simple à comprendre et à utiliser et donne au final de bons conseils.",Bon,Bon,-,-,-,-,button
2236,Simuler mes droits sociaux,2020/09/03 18:03:57,1692289,Pas bien,BJR je n'ai pas eu de conclusion suite à ma simulation. j'ai fais une demande de complémentaire santé solidaire bien que  je bénéficie déja d'une couverture ex CMU.C par le  ex SSI BESANçON et arrivée à échéance le 31 août 2020  et couverte par MUTUELLE RADIANCE à 73000 CHAMBERY,Bon,Bon,"Manque d'informations sur la suite, le délai...",-,-,-,button
2237,Simuler mes droits sociaux,2020/09/03 17:49:58,1692163,Pas bien,"L'aide au logement est trop facilement donnée. Les simulations de la CAF offrent un résultat opposé à ce que ce simulateur propose. En outre, même avec 20000€ de revenu de référence, le simulateur indique que l'on est éligible au RSA. Cela semble totalement farfelu. ",Bon,Bon,Autre,Aides éligibles et sommes fortement erronées.,-,-,button
2238,Simuler mes droits sociaux,2020/09/03 16:24:26,1691475,Pas bien,Vous m'indiquez pouvoir bénéficier d'aide mais quand je fais des demandes sur la caf aucunes aides ne peux mettre promis,Bon,Bon,-,-,-,-,button
2239,Simuler mes droits sociaux,2020/09/03 13:29:53,1690154,Pas bien,je ne comprends rien :-( ,Moyen,Moyen,"Manque d'informations avant de commencer la démarche ; Manque d'informations sur la suite, le délai...",-,-,-,button
2240,Simuler mes droits sociaux,2020/09/03 11:40:16,1689341,Pas bien,résultat obtenu complètement faux. ne correspond pas a la réalité.,Moyen,Moyen,"La démarche n'a pas fonctionné ; Manque d'informations sur la suite, le délai... ; Autre",donne de mauvais resultats ( manque APA dans le cas present),-,-,button
2241,Simuler mes droits sociaux,2020/09/02 18:47:08,1685529,Pas bien,"Les résultats sont complètement bidons. Dans la réalité, j'aurai le droit à rien !!!",Mauvais,Moyen,Manque d'informations avant de commencer la démarche ; Difficulté à joindre les pièces justificatives ; Autre,Toutes les situations de la vie ne sont pas inscrites ,-,-,button
2242,Simuler mes droits sociaux,2020/09/02 16:39:25,1684394,Très bien,La simulation de l apl me donne un droit bien supérieur à ce que je touche en ce moment ,Bon,Bon,-,-,-,-,button
2243,Simuler mes droits sociaux,2020/09/02 16:19:49,1684210,Très bien,Je vais réessayer les procédures ,-,Bon,Difficulté à joindre les pièces justificatives,-,-,-,button
2244,Simuler mes droits sociaux,2020/09/02 14:28:12,1683115,Moyen,"Les données devraient être enregistrées, comme sur l'ancien sites mes-aides, pour éviter de les renseigner à chaque simulation.",Bon,Bon,-,-,-,-,button
2245,Simuler mes droits sociaux,2020/09/02 12:00:04,1681842,Très bien,"Bonjour, Concernant la synthèse , on ne sait pas trop à quoi l 'on peut prétendre...",Bon,Bon,-,-,-,-,button
2246,Simuler mes droits sociaux,2020/09/02 11:04:41,1681201,Pas bien,"pouvez vous me dire si nous divorçons , ma femme dans ce cas pourra t elle accéder aux aides .",Moyen,Moyen,"Manque d'informations sur la suite, le délai...",-,Autre,il faut expliquer pourquoi on ne peut avoir d'aide ,button
2247,Simuler mes droits sociaux,2020/09/02 10:22:43,1680696,Très bien,RAS très bonne ergonomie du site et page claire et simple que du bonheur,Bon,Bon,-,-,-,-,button
2248,Simuler mes droits sociaux,2020/09/02 10:14:26,1680593,Très bien,"pourquoi lors d une demande de retraite c est au nom d un nom propre et lors d augmentation on associe les deux,c est toujours les femmes sous le coup des conjoints",Bon,Bon,-,-,-,-,button
2249,Simuler mes droits sociaux,2020/09/02 08:48:06,1679675,Pas bien,"LORS DU RESULTAT IL FAUDRAIT PRECISER QUE LES AIDES POSSIBLES TROUVEES SONT EN FONCTION DE LA COMPOSITION DU FOYER ET NON DES REVENUS DECLARES..revenus imposables de 60 000€, resultat j'aurai droit au RSA, complement familial !!???",Bon,Bon,"Manque d'informations sur la suite, le délai...",-,-,-,button
2250,Simuler mes droits sociaux,2020/09/02 08:14:06,1679408,Pas bien,les réponses sont fausse  ,Moyen,Moyen,Manque d'informations avant de commencer la démarche,-,"Internet (site, forum…)",-,button
2251,Simuler mes droits sociaux,2020/09/01 23:47:23,1678477,Très bien,Merci pour votre réponse et pour votre éd ,-,Bon,Le site ne s'affichait pas bien sur mobile,-,-,-,button
2252,Simuler mes droits sociaux,2020/09/01 23:22:09,1678317,Pas bien,"Lorsque je fait mes démarches auprès des organismes, ceux-ci sont refusées malgré que je déclare les mes ressources du simulateur. Aucune de mes démarches n'ont aboutit",Bon,Bon,La démarche n'a pas fonctionné,-,-,-,button
2253,Simuler mes droits sociaux,2020/09/01 18:47:34,1674663,Moyen,Beaucoup trop long et apparemment pas de croisement avec les données Caf ou impôts pour renseigner les éléments chiffrés ,Moyen,Bon,Manque d'informations avant de commencer la démarche,-,-,-,button
2254,Simuler mes droits sociaux,2020/09/01 16:59:38,1672458,Moyen,"Bonjour,  La simulation indique un droit à la complémentaire santé solidaire alors que mes revenus sont supérieurs. le revenu fiscal de référence n'est pas celui utilisé par la CPAM pour le calcul du droit ...",Bon,Bon,Autre,-,Un agent administratif,-,button
